Unnamed: 0,Source,Datetime,Username,Review,Region,Sentiment
235,playstore,2022-06-30 05:09:17,Chand Computers,good alhamdullah i like u,,positive
236,playstore,2022-06-30 01:36:04,Muhammad Yousaf,very nice card,,positive
237,playstore,2022-06-30 01:13:53,Saikumar Sravya Marripelli,worrest service worrest app,,positive
238,playstore,2022-06-29 11:44:00,Zaman Bogan,amazing app,,positive
239,playstore,2022-06-29 07:27:16,Adeel Aftab,bad ,,negative
240,playstore,2022-06-28 06:05:00,John Freeeman,am still learning,,negative
241,playstore,2022-06-27 16:09:21,Rao Hamza Nawab,there is no option to sign up ij pakistan why you are showing ads in pakistan,,negative
242,playstore,2022-06-27 05:46:59,ghanprasad khanal,nice,,positive
243,playstore,2022-06-26 23:53:35,MALIK YASIR,yap yup yup yup downloaded the app after seeing this promotion on instagram but when downloaded it asked uae mobile number to sign up what s this,,negative
244,playstore,2022-06-26 18:16:03,Muhammad Shahid Ali,the commite they will deliver card in 48 hours 5 days already 100 not recomended,,negative
245,playstore,2022-06-26 07:43:05,Faiz Khan,nice,,positive
246,playstore,2022-06-25 08:26:41,Mohammad Akram,very bad services i applied 2 months but still not active in truth this service only time west,,negative
247,playstore,2022-06-25 06:15:40,Mohammed Mohammed,good,,positive
248,playstore,2022-06-24 17:34:23,Faizan Ahmad,when will come to pakistan,,positive
249,playstore,2022-06-24 15:19:30,Mohammed Rehan,very bad service i have to 250 dirham from my account ask them where is my money they siad there technical issue  who ve using this card check your balance,,negative
250,playstore,2022-06-24 07:07:14,Ralph Shelby,was so amazing so you don t have to waste money outdoor tho,,positive
251,playstore,2022-06-23 02:46:49,Mian Waleed Mian Waleed,excellent app i want to try this i hope this is note fake,,negative
252,playstore,2022-06-23 00:37:47,husain abid,this app was not showing my country on signup page so i could not create an account,,negative
253,playstore,2022-06-22 17:46:19,Lily Hsu,very bad app i opened account 2 months ago they asked for some additional requirements processing time takes 2 months and i cant use the atm card until now edit i connnected from whatsapp every single day before but same answer we apologize we will check bal bla bla nothing happened,,negative
254,playstore,2022-06-22 15:53:13,Ebenezer Paul,hi team i have opened an account and received the debit card delayed today 22nd june 2022 i saw an advertisement of yours that on sign up bonus 50 aed how will i get it,,negative
255,playstore,2022-06-22 13:32:31,Kashif Parvaiz,awesome app,,positive
256,playstore,2022-06-22 13:19:20,Piko Df,gd,,positive
257,playstore,2022-06-22 11:00:14,Nargunds men’s wear Mumbai Wholsaller,your aap is not working in android,,negative
258,playstore,2022-06-21 22:00:00,Wessam,didn t work,,positive
259,playstore,2022-06-21 18:41:26,Salman Malik,if this app isn t available in pakistan so why the hell are you let it download in pakistan instead of this app isn t available in your region really disappointed,,negative
260,playstore,2022-06-21 17:30:50,Gatz jowel,worst digital banking services ever its almost 3months now my account isn t activated pending and they promise to work on it every time i don t recommend any one worst support services ever,,negative
261,playstore,2022-06-20 23:46:37,Muhammad Furqan,app keeps crashing not even starting up what a waste of time and data,,negative
262,playstore,2022-06-20 21:25:36,Sallahudin Salao,good,,positive
263,playstore,2022-06-20 14:33:35,my channel of gym lover Ali,good working,,positive
264,playstore,2022-06-20 12:02:59,Fabrice jean,i received my card since the 7th of this month everythings were cool but since its not yet activated still in progress i contacted everyone by 1live chat whatsapp direct call but nobody solved my problem and all of them are saying the same things we cannot give you the exact day the problem will be solve but our team is working on it ,,negative
265,playstore,2022-06-20 10:00:00,osman hho,very bad service,,negative
266,playstore,2022-06-19 01:53:36,Tariq Lovely,good,,positive
267,playstore,2022-06-18 18:28:28,shameem tiptop,best service in online banking,,positive
268,playstore,2022-06-18 15:17:13,Riaz Ahmad,everyone open account awesome for everyone not paper work no need visit branch online very nice thanks yap,,positive
269,playstore,2022-06-18 13:50:43,Habib Rahman,verry nice,,positive
270,playstore,2022-06-18 13:50:21,Abdulla Al Nuaimi,worst customer service adv is misleading i received the card after 5 days of applying submitted my required info for registration my card wasn t activited for 3 days when i contacted customer support they give me very vague answer that means my request is rejected without valid reason absolutely bad support,,negative
271,playstore,2022-06-18 10:55:34,Shahbaz Malic,bad experience and scam only i am waiting before 9 months any person please not com in this scam,,negative
272,playstore,2022-06-18 05:28:59,usman bajwa,rating 5 stars card delivery 10 10 schedule date and time of delivery as per my convenience card activation 09 10 little bit delay but good support and rapid response in live chat session top up 10 10 great ease of instant transfer from local mobile banking app atm withdrawal 10 10 instant and foc rak atm cash withdrawal app experience 10 10 great compatibility on android device user friendly,,negative
273,playstore,2022-06-18 02:22:25,Am Pretty Tough,hate it,,negative
274,playstore,2022-06-17 19:48:40,Noor din Mirani,pakistan main account kab khol ne ki ijazat mili ge,,positive
275,playstore,2022-06-17 11:58:31,TEA LOUNGE,very bad to sign up there s 50 aed bonus after 500 aed spent to cancel they re 100 aed fee it s impossible to cancel through the app quite dodging methods to enroll,,negative
276,playstore,2022-06-16 17:38:22,RIAZ AMIN,still i don t know how reliable this app is but app design works properly,,negative
277,playstore,2022-06-16 09:53:08,Gava Eddie,i am not interested so please don t send me this again am tried of it,,negative
278,playstore,2022-06-16 02:35:44,BILAWAL ALI,one of the best,,positive
279,playstore,2022-06-15 14:26:55,Vysakh C A,card coming coming but nocoming chat customer care he told i don t know what to do you go to play store updating updating updating already this message,,negative
280,playstore,2022-06-15 11:57:50,sam hussain,not working in galaxy note age when i register my number it show invalid but number is valid,,negative
281,playstore,2022-06-14 21:51:09,Ebrahim Molai,the worst customer experience ever i have been trying to cancel my application and its still not done since 2 months avoid at all costs,,negative
282,playstore,2022-06-14 18:53:09,Pranav Pradeep,the app is not opening,,negative
283,playstore,2022-06-13 17:45:08,SJ Khan,amazing service ever in just 2 to 3 min i open my account and after 2 days i received my card and same day my account has been activated in 5 to 6 hours after received tha card thank you yap wallah really appreciated ,,negative
284,playstore,2022-06-13 11:44:30,Ebrahim Al Kebsi,customer support was greate but my application never got approved or rejected as i waited for two months for nothing and got bored of waiting i don t recommend the app as it s west of time,,negative
285,playstore,2022-06-13 10:19:13,Sadikul Sekh,all customer yap apps not open online ads account open 50aed cashback but i am account open long time after cashback not received all customer not open,,negative
286,playstore,2022-06-12 17:32:43,Jarad Dsouza,not being able to add my yap card on my nfc,,negative
287,playstore,2022-06-12 11:41:43,oh ohnation,a nigerian can not open the account as it s always showing sorry we can t create your account now why is this happening ,,negative
288,playstore,2022-06-12 07:53:55,fahim magsi,not working properly,,negative
289,playstore,2022-06-11 21:41:29,Rabnawaz Rabnawaz,very good,,positive
290,playstore,2022-06-11 19:55:42,Melody Guiniawan,not too much have expirience,,negative
291,playstore,2022-06-11 17:09:38,nidal okda,the yap account is fine but i give this rating because of the delivery service that ur dealing with its the most worst delivery service i see in dubai it takes them 7 days to deliver instead of 1 day everyday they send the card order to wrong location and they will say we will deliver in the next day for 5 times in a row the call centre agent was helpfull but i think the issue with the drivers,,negative
292,playstore,2022-06-11 16:51:40,Samuel Gochhayat,am recommending this apps to everyone am user of this platform and it s amazing experience with yap thank you team for this amazing idea you provide to solve the issue to the world thank you so much ,,positive
293,playstore,2022-06-11 15:32:29,asad ali,nice,,positive
294,playstore,2022-06-11 09:42:53,Diwakar Basaula,good app,,positive
