,Source,Datetime,Username,Review,Region
245,playstore,2022-06-17 11:58:31,TEA LOUNGE,Very bad to sign up there s 50 AED bonus after 500 AED spent to cancel they re 100 AED fee It s impossible to cancel through the app Quite dodging methods to enroll,
246,playstore,2022-06-16 17:38:22,RIAZ AMIN,Still I don t know how reliable this app is but app design works properly,
247,playstore,2022-06-16 09:53:08,Gava Eddie,I am not interested so please don t send me this again am tried of it,
248,playstore,2022-06-16 02:35:44,BILAWAL ALI,One of the best,
249,playstore,2022-06-15 14:26:55,Vysakh C A,Card coming coming but nocoming chat customer care he told I don t know what to do you go to Play Store updating updating updating already this message,
250,playstore,2022-06-15 11:57:50,sam hussain,Not working in galaxy note age when i register my number it show invalid but number is valid,
251,playstore,2022-06-14 21:51:09,Ebrahim Molai,The worst customer experience ever I have been trying to cancel my application and its still not done since 2 months Avoid at all costs,
252,playstore,2022-06-14 18:53:09,Pranav Pradeep,The app is not opening,
253,playstore,2022-06-13 17:45:08,SJ Khan,Amazing service ever in just 2 to 3 min i open my account and after 2 days i received my card and same day my account has been activated in 5 to 6 hours after received tha card thank you YAP wallah really appreciated ,
254,playstore,2022-06-13 11:44:30,Ebrahim Al Kebsi,Customer Support was greate but my application never got approved or rejected as I waited for two months for nothing and got bored of waiting I don t recommend the app as it s west of time,
255,playstore,2022-06-13 10:19:13,Sadikul Sekh,All customer yap apps not open online ads account open 50aed cashback but I am account open long time after Cashback not received all customer not open,
256,playstore,2022-06-12 20:42:42,Zibad Ali,Please tell me why check not deposit our YAP account,
257,playstore,2022-06-12 17:32:43,Jarad Dsouza,Not being able to add my Yap card on my NFC,
258,playstore,2022-06-12 11:41:43,oh ohnation,A Nigerian can not open the account as it s always showing sorry we can t create your account now why is this happening ,
259,playstore,2022-06-12 07:53:55,fahim magsi,Not working properly,
260,playstore,2022-06-11 21:41:29,Rabnawaz Rabnawaz,Very good,
261,playstore,2022-06-11 19:55:42,Melody Guiniawan,Not too much have expirience,
262,playstore,2022-06-11 17:09:38,nidal okda,The yap account is fine but i give this rating because of the delivery service that ur dealing with its the most worst delivery service i see in dubai it takes them 7 days to deliver instead of 1 day everyday they send the card order to wrong location and they will say we will deliver in the next day for 5 times in a row the call centre agent was helpfull but i think the issue with the drivers,
263,playstore,2022-06-11 16:51:40,Samuel Gochhayat,Am recommending this apps to everyone am user of this platform and it s amazing experience with YAP Thank you team for this amazing idea you provide to solve the issue to the world thank you so much ,
264,playstore,2022-06-11 15:32:29,asad ali,Nice,
265,playstore,2022-06-11 09:42:53,Diwakar Basaula,Good app,
266,playstore,2022-06-11 07:04:27,Muhammad Waqas,Good,
267,playstore,2022-06-11 03:13:33,Elisha Zendrick Garaygay,OK,
268,playstore,2022-06-10 13:37:43,Abdul Basit,my card was delivered 6months ago but it s still not activited Too much useless bank,
269,playstore,2022-06-10 11:26:51,Bhim Bahadur mijar,great usefully,
270,playstore,2022-06-10 03:23:49,Hamza Khan Jadoon,Some time this app not open,
271,playstore,2022-06-09 17:25:43,Hawas Khan,App crushed not working bad experience,
272,playstore,2022-06-09 14:43:03,Archie Ru,Trying to activate a card 3 month Nobody gets back Terrible experience,
273,playstore,2022-06-09 14:09:20,Bhogendar Kumar,Bk,
274,playstore,2022-06-08 13:08:06,Mohamed Zaid Bepari,Worst ever app ever seen,
275,playstore,2022-06-08 07:43:22,Abdul Majeed Ilmi Hub,Account opening is easy but I Don t like because now 4 days finish still I can t active my account still in YAP application showing in process I received my YAP card 4 June 20222 but still account activation is in process Mashreq Neo Account is better than YAP I am giving you 1 star because I have no option to post the message if I not give you 1 star,
276,playstore,2022-06-07 13:16:34,NiharRanjan Behera,Nice,
277,playstore,2022-06-07 02:22:45,Zahid Hasan,This services are fully time wasting I create an account 23rd in previous month I will also waiting for my account activation I am told this problem in live chat agent too much times But still I will not received any satisfied solution for this I think the live chat agent also dont know YAP services clearly,
278,playstore,2022-06-06 19:48:07,akram khan,Poor very poor when ever we want to open it s not opening immediately it is asking updation so time waste more than 10min,
279,playstore,2022-06-06 16:28:19,Mgr Hira,I got yap card but still shown in processing i didn t set my pin what happen can i known this problem,
280,playstore,2022-06-06 15:50:00,Israr Ahmed,Good,
281,playstore,2022-06-06 09:16:28,Muhammad Furqan,Unable to open app keeps crashing on my android 9 phone,
282,playstore,2022-06-06 04:56:32,Satinder Lal,Not liked terms and policy,
283,playstore,2022-06-05 20:58:19,RAZ. BD. TIPS,,
284,playstore,2022-06-05 17:21:19,Boopathi Govintharajan,Replacement debit card other bank charge only 25 aed but yap charging 52 aed its too much,
285,playstore,2022-06-05 10:51:12,Babatunde Adebayo,Useless and horrible app Don t waste your time guys Please remove from Appstore,
286,playstore,2022-06-05 06:01:03,Dani Tarar,Good,
287,playstore,2022-06-05 04:50:08,Ijaz Khan,Hi dear this app is great in sving money,
288,playstore,2022-06-05 01:21:51,Binod Thapa,Good,
289,playstore,2022-06-04 13:08:20,fayez sakallah,Not a good experience till now more than a year to activate the card but still awaiting,
290,playstore,2022-06-03 22:28:47,farooqkhan Sherani,Best app ever seen,
291,playstore,2022-06-03 20:44:36,honey jeewan,Superb,
292,playstore,2022-06-03 18:57:28,Bilal Ashraf,v good and easy app thank you so much YAP for your good service,
293,playstore,2022-06-03 18:56:53,Muhammad Shahid,Good bank for less salary person,
294,playstore,2022-06-03 17:57:12,Sankar Chetry,What are you kidding me I was searching for another aap and this what uff I don t need anymore ATM card dear,
295,playstore,2022-06-03 15:04:34,Ellen Deco,I give 5 star costumer service is excellent they will attend to my concern immediately thanks YAP this is the best digital banking online,
296,playstore,2022-06-03 14:53:56,sahil jalal,I opened my account just in 5minutes I was so happy They send me ATM card with 2 days service was quick when I uploaded my documents then it was 19 April now it s 03june Still waiting verification of documents 3 time asked same answer keep upto date your APP and wait we are resolving,
297,playstore,2022-06-03 14:27:40,Maxim Savichev,Quoting the app description from Google Play Take 30 seconds to sign up and receive a digital banking account No hidden fees no minimum balance minimum salary or paperwork Reality 3 days for the card delivery 5 days I was waiting for the card activation none Now they have asked Pay Slip copy 3 months bank statement NYC Form Note they never specify where to take it from the slip statement or the form template Simply do not provide it Don t use this service it s useless,
298,playstore,2022-06-03 14:05:15,Muzammil Hussain,Nice,
299,playstore,2022-06-03 13:21:17,Arun Krishnan,Great,
300,playstore,2022-06-03 13:09:14,Malik Ijaz,It s been 4 months my activation is not completed You keep asking for updates not getting updated,
301,playstore,2022-06-03 10:13:46,ashiq afridi,I loved it,
302,playstore,2022-06-03 03:58:26,Akilah Wimbley,Thank you,
303,playstore,2022-06-03 03:39:59,Tasawar iqbai,Good,
304,playstore,2022-06-03 03:08:25,Zubair Khan,Its not good app after receiving card they not activate my account just because i don t have signature my Emirates I D so wy they make my account and card,
305,playstore,2022-06-03 01:48:42,Amora Gold,Very good,
306,playstore,2022-06-03 01:25:12,Ali Hammad,Nyc,
307,playstore,2022-06-02 23:52:20,Ali Akkas,Uae best service yap I m so happy yap Thank you so the management,
308,playstore,2022-06-02 23:42:31,Ctg Tigers,Long time Possessing tow much,
309,playstore,2022-06-02 22:51:31,bala ganapathy,Good,
310,playstore,2022-06-02 21:50:22,Mazak Mazak Me Emi Baloch,Hello Good Evning i recived my card Today Your Customer service is beautyfull am soo happy thank you ssoo much,
311,playstore,2022-06-02 20:45:46,Azizmoor Moor,Good services,
312,playstore,2022-06-02 20:17:58,M Adnan Ali Shah,Not selected other countries,
313,playstore,2022-06-02 20:17:20,SIFAT AHMED,good,
314,playstore,2022-06-02 18:14:35,bilal hamza,Good,
315,playstore,2022-06-02 17:30:07,reeba mariam,Remarkable and quick service appreciated,
316,playstore,2022-06-02 17:13:54,yogendra kumar,This app very easy option,
317,playstore,2022-06-02 16:07:03,Hasu Chughtai,Very disappointed with this application was not friendly user and some kind of not good for a normal person They have a not customer service,
318,playstore,2022-06-02 15:55:58,Abdul Rauf,Nice qpp,
319,playstore,2022-06-02 15:17:24,Zoaib zbukhsh,Awesome service Best customer service,
320,playstore,2022-06-02 15:10:59,gaddam krishnareddy,Nice to useful Thank you,
321,playstore,2022-06-02 14:43:28,Mouzzam Khalid,Good,
322,playstore,2022-06-02 14:28:46,Farhan tariq,Great digital banking,
323,playstore,2022-06-02 14:26:09,Josua Mayanja,Four years experience,
324,playstore,2022-06-02 13:06:17,RATHEESH MOHAN,Good,
325,playstore,2022-06-02 04:09:09,Mohsin Arshad,When yap will be active in PAKISTAN,
326,playstore,2022-06-02 01:02:04,Noor Uddin,,
327,playstore,2022-06-01 21:46:11,Anis Mughal,Worst registration experience dont know if i m openeing a bank account or immigration of US,
328,playstore,2022-06-01 20:52:28,Shahid Naveed,Very nice ,
329,playstore,2022-06-01 20:13:54,Waheed Ali,Good,
330,playstore,2022-06-01 16:20:39,DHOOM 1,Just boosting why,
331,playstore,2022-06-01 14:29:58,Arslan Hafeez,Good ,
332,playstore,2022-06-01 09:48:16,Md Anish Ansari,Everything About This App Is Amazing But Only Things that I Don t Like Is I Can t Add Money from Another account to this Account It s Already 5 month But You Guys Don t Update your app For This Feature I Give You 5 star Because Of Your Customer Service is Amazing Please Update your App For Load Money,
333,playstore,2022-05-31 23:42:48,Muhammad AL MOHARIEI,,
334,playstore,2022-05-31 16:55:51,Irfan nafri k,Not much better average,
335,playstore,2022-05-31 12:43:44,Mr Nobody,I sign up in 2021 november i recieved my card but till now my account is stuck in activation and every month they ask for KYC for bank statement for pay slip this is so bad services i hate this,
